Commodity,Year,Attribute,Value
Red meat and poultry (carcass weight): Per capita availability,1995,Red meat-Veal-Pounds,1.195969342
Red meat and poultry (carcass weight): Per capita availability,1996,Red meat-Veal-Pounds,1.400375278
Red meat and poultry (carcass weight): Per capita availability,1997,Red meat-Veal-Pounds,1.221107903
Red meat and poultry (carcass weight): Per capita availability,1998,Red meat-Veal-Pounds,0.9583362
Red meat and poultry (carcass weight): Per capita availability,1999,Red meat-Veal-Pounds,0.842421096
Red meat and poultry (carcass weight): Per capita availability,2000,Red meat-Veal-Pounds,0.798201038
Red meat and poultry (carcass weight): Per capita availability,2001,Red meat-Veal-Pounds,0.714043323
Red meat and poultry (carcass weight): Per capita availability,2002,Red meat-Veal-Pounds,0.709116916
Red meat and poultry (carcass weight): Per capita availability,2003,Red meat-Veal-Pounds,0.700090283
Red meat and poultry (carcass weight): Per capita availability,2004,Red meat-Veal-Pounds,0.603142094
Red meat and poultry (carcass weight): Per capita availability,2005,Red meat-Veal-Pounds,0.553368088
Red meat and poultry (carcass weight): Per capita availability,2006,Red meat-Veal-Pounds,0.517398529
Red meat and poultry (carcass weight): Per capita availability,2007,Red meat-Veal-Pounds,0.478470615
Red meat and poultry (carcass weight): Per capita availability,2008,Red meat-Veal-Pounds,0.490836939
Red meat and poultry (carcass weight): Per capita availability,2009,Red meat-Veal-Pounds,0.478253591
Red meat and poultry (carcass weight): Per capita availability,2010,Red meat-Veal-Pounds,0.476830213
Red meat and poultry (carcass weight): Per capita availability,2011,Red meat-Veal-Pounds,0.440052818
Red meat and poultry (carcass weight): Per capita availability,2012,Red meat-Veal-Pounds,0.390110299
Red meat and poultry (carcass weight): Per capita availability,2013,Red meat-Veal-Pounds,0.374852867
Red meat and poultry (carcass weight): Per capita availability,2014,Red meat-Veal-Pounds,0.306431455
Red meat and poultry (carcass weight): Per capita availability,2015,Red meat-Veal-Pounds,0.27425377
Red meat and poultry (carcass weight): Per capita availability,2016,Red meat-Veal-Pounds,0.225611994
Red meat and poultry (carcass weight): Per capita availability,2017,Red meat-Veal-Pounds,0.240318422
Red meat and poultry (carcass weight): Per capita availability,2018,Red meat-Veal-Pounds,0.272035722
Red meat and poultry (carcass weight): Per capita availability,2019,Red meat-Veal-Pounds,0.247406205
Red meat and poultry (carcass weight): Per capita availability,2020,Red meat-Veal-Pounds,0.200221754
Red meat and poultry (carcass weight): Per capita availability,2021,Red meat-Veal-Pounds,0.192683505
Red meat and poultry (carcass weight): Per capita availability,1909,Red meat-Pork-Pounds,67.02398055
Red meat and poultry (carcass weight): Per capita availability,1910,Red meat-Pork-Pounds,62.28965338
Red meat and poultry (carcass weight): Per capita availability,1911,Red meat-Pork-Pounds,69.05809531
Red meat and poultry (carcass weight): Per capita availability,1912,Red meat-Pork-Pounds,66.68065244
Red meat and poultry (carcass weight): Per capita availability,1913,Red meat-Pork-Pounds,66.86551813
Red meat and poultry (carcass weight): Per capita availability,1914,Red meat-Pork-Pounds,65.10881739
Red meat and poultry (carcass weight): Per capita availability,1915,Red meat-Pork-Pounds,66.53670957
Red meat and poultry (carcass weight): Per capita availability,1916,Red meat-Pork-Pounds,69.01658477
Red meat and poultry (carcass weight): Per capita availability,1917,Red meat-Pork-Pounds,58.91852167
Red meat and poultry (carcass weight): Per capita availability,1918,Red meat-Pork-Pounds,61.06169297
Red meat and poultry (carcass weight): Per capita availability,1919,Red meat-Pork-Pounds,63.88547824
Red meat and poultry (carcass weight): Per capita availability,1920,Red meat-Pork-Pounds,63.55378965
Red meat and poultry (carcass weight): Per capita availability,1921,Red meat-Pork-Pounds,64.76072896
Red meat and poultry (carcass weight): Per capita availability,1922,Red meat-Pork-Pounds,65.75252842
Red meat and poultry (carcass weight): Per capita availability,1923,Red meat-Pork-Pounds,74.231556
Red meat and poultry (carcass weight): Per capita availability,1924,Red meat-Pork-Pounds,74.06076646
Red meat and poultry (carcass weight): Per capita availability,1925,Red meat-Pork-Pounds,66.77084323
Red meat and poultry (carcass weight): Per capita availability,1926,Red meat-Pork-Pounds,64.1328143
Red meat and poultry (carcass weight): Per capita availability,1927,Red meat-Pork-Pounds,67.6943756
Red meat and poultry (carcass weight): Per capita availability,1928,Red meat-Pork-Pounds,70.90756707
Red meat and poultry (carcass weight): Per capita availability,1929,Red meat-Pork-Pounds,69.67404962
Red meat and poultry (carcass weight): Per capita availability,1930,Red meat-Pork-Pounds,66.93833815
Red meat and poultry (carcass weight): Per capita availability,1931,Red meat-Pork-Pounds,68.28085607
Red meat and poultry (carcass weight): Per capita availability,1932,Red meat-Pork-Pounds,70.62881656
Red meat and poultry (carcass weight): Per capita availability,1933,Red meat-Pork-Pounds,70.68979235
Red meat and poultry (carcass weight): Per capita availability,1934,Red meat-Pork-Pounds,64.36336324
Red meat and poultry (carcass weight): Per capita availability,1935,Red meat-Pork-Pounds,48.32681648
Red meat and poultry (carcass weight): Per capita availability,1936,Red meat-Pork-Pounds,55.08616722
Red meat and poultry (carcass weight): Per capita availability,1937,Red meat-Pork-Pounds,55.71451834
Red meat and poultry (carcass weight): Per capita availability,1938,Red meat-Pork-Pounds,58.12155206
Red meat and poultry (carcass weight): Per capita availability,1939,Red meat-Pork-Pounds,64.67319962
Red meat and poultry (carcass weight): Per capita availability,1940,Red meat-Pork-Pounds,73.42456215
Red meat and poultry (carcass weight): Per capita availability,1941,Red meat-Pork-Pounds,68.8145605
Red meat and poultry (carcass weight): Per capita availability,1942,Red meat-Pork-Pounds,68.75278066
Red meat and poultry (carcass weight): Per capita availability,1943,Red meat-Pork-Pounds,84.12376864
Red meat and poultry (carcass weight): Per capita availability,1944,Red meat-Pork-Pounds,87.23454988
Red meat and poultry (carcass weight): Per capita availability,1945,Red meat-Pork-Pounds,70.64347379
Red meat and poultry (carcass weight): Per capita availability,1946,Red meat-Pork-Pounds,76.29306382
Red meat and poultry (carcass weight): Per capita availability,1947,Red meat-Pork-Pounds,70.41755131
Red meat and poultry (carcass weight): Per capita availability,1948,Red meat-Pork-Pounds,68.3347996
Red meat and poultry (carcass weight): Per capita availability,1949,Red meat-Pork-Pounds,68.19583345
Red meat and poultry (carcass weight): Per capita availability,1950,Red meat-Pork-Pounds,69.9612352
Red meat and poultry (carcass weight): Per capita availability,1951,Red meat-Pork-Pounds,73.53827607
Red meat and poultry (carcass weight): Per capita availability,1952,Red meat-Pork-Pounds,73.29536042
Red meat and poultry (carcass weight): Per capita availability,1953,Red meat-Pork-Pounds,63.91125873
Red meat and poultry (carcass weight): Per capita availability,1954,Red meat-Pork-Pounds,60.51443738
Red meat and poultry (carcass weight): Per capita availability,1955,Red meat-Pork-Pounds,82.075329
Red meat and poultry (carcass weight): Per capita availability,1956,Red meat-Pork-Pounds,82.99201645
Red meat and poultry (carcass weight): Per capita availability,1957,Red meat-Pork-Pounds,75.36462043
Red meat and poultry (carcass weight): Per capita availability,1958,Red meat-Pork-Pounds,73.22801638
Red meat and poultry (carcass weight): Per capita availability,1959,Red meat-Pork-Pounds,82.06784772
Red meat and poultry (carcass weight): Per capita availability,1960,Red meat-Pork-Pounds,77.80440691
Red meat and poultry (carcass weight): Per capita availability,1961,Red meat-Pork-Pounds,74.45111628
Red meat and poultry (carcass weight): Per capita availability,1962,Red meat-Pork-Pounds,75.16967052
Red meat and poultry (carcass weight): Per capita availability,1963,Red meat-Pork-Pounds,76.43652043
Red meat and poultry (carcass weight): Per capita availability,1964,Red meat-Pork-Pounds,76.35143234
Red meat and poultry (carcass weight): Per capita availability,1965,Red meat-Pork-Pounds,67.80646722
Red meat and poultry (carcass weight): Per capita availability,1966,Red meat-Pork-Pounds,66.07564611
Red meat and poultry (carcass weight): Per capita availability,1967,Red meat-Pork-Pounds,72.23853114
Red meat and poultry (carcass weight): Per capita availability,1968,Red meat-Pork-Pounds,73.705948
Red meat and poultry (carcass weight): Per capita availability,1969,Red meat-Pork-Pounds,71.09574841
Red meat and poultry (carcass weight): Per capita availability,1970,Red meat-Pork-Pounds,72.9416228
Red meat and poultry (carcass weight): Per capita availability,1971,Red meat-Pork-Pounds,79.05815514
Red meat and poultry (carcass weight): Per capita availability,1972,Red meat-Pork-Pounds,71.271645
Red meat and poultry (carcass weight): Per capita availability,1973,Red meat-Pork-Pounds,63.47755188
Red meat and poultry (carcass weight): Per capita availability,1974,Red meat-Pork-Pounds,68.5540883
Red meat and poultry (carcass weight): Per capita availability,1975,Red meat-Pork-Pounds,55.7123483
Red meat and poultry (carcass weight): Per capita availability,1976,Red meat-Pork-Pounds,58.52735341
Red meat and poultry (carcass weight): Per capita availability,1977,Red meat-Pork-Pounds,60.46717203
Red meat and poultry (carcass weight): Per capita availability,1978,Red meat-Pork-Pounds,60.2138464
Red meat and poultry (carcass weight): Per capita availability,1979,Red meat-Pork-Pounds,68.68440381
Red meat and poultry (carcass weight): Per capita availability,1980,Red meat-Pork-Pounds,73.26397293
Red meat and poultry (carcass weight): Per capita availability,1981,Red meat-Pork-Pounds,69.8290182
Red meat and poultry (carcass weight): Per capita availability,1982,Red meat-Pork-Pounds,62.56987441
Red meat and poultry (carcass weight): Per capita availability,1983,Red meat-Pork-Pounds,65.95114316
Red meat and poultry (carcass weight): Per capita availability,1984,Red meat-Pork-Pounds,65.50764551
Red meat and poultry (carcass weight): Per capita availability,1985,Red meat-Pork-Pounds,65.97717704
Red meat and poultry (carcass weight): Per capita availability,1986,Red meat-Pork-Pounds,62.34356184
Red meat and poultry (carcass weight): Per capita availability,1987,Red meat-Pork-Pounds,62.7032003
Red meat and poultry (carcass weight): Per capita availability,1988,Red meat-Pork-Pounds,67.02629111
Red meat and poultry (carcass weight): Per capita availability,1989,Red meat-Pork-Pounds,66.3936342
Red meat and poultry (carcass weight): Per capita availability,1990,Red meat-Pork-Pounds,63.61578866
Red meat and poultry (carcass weight): Per capita availability,1991,Red meat-Pork-Pounds,64.14856799
Red meat and poultry (carcass weight): Per capita availability,1992,Red meat-Pork-Pounds,67.40798767
Red meat and poultry (carcass weight): Per capita availability,1993,Red meat-Pork-Pounds,66.52522462
Red meat and poultry (carcass weight): Per capita availability,1994,Red meat-Pork-Pounds,67.20138558
Red meat and poultry (carcass weight): Per capita availability,1995,Red meat-Pork-Pounds,66.34536699
Red meat and poultry (carcass weight): Per capita availability,1996,Red meat-Pork-Pounds,62.02770118
Red meat and poultry (carcass weight): Per capita availability,1997,Red meat-Pork-Pounds,61.35840167
Red meat and poultry (carcass weight): Per capita availability,1998,Red meat-Pork-Pounds,66.19802769
Red meat and poultry (carcass weight): Per capita availability,1999,Red meat-Pork-Pounds,67.5808503
