STRUCTURE_NAME,Tipo,Valor,geo,Geopolitical entity (reporting),TIME_PERIOD,OBS_VALUE,SequenciaTipo,SequenciaValor,Attribute,qryNacional.X,Y,X
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults with dependent children,CY,Cyprus,2024,11.6,7,18,Fim,17.1,903,11.6
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult,CZ,Czechia,2024,19.6,7,1,Inicio,11.3,938,11.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult,CZ,Czechia,2024,19.6,7,1,Fim,11.3,937,19.6
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult younger than 65 years,CZ,Czechia,2024,18.8,7,2,Inicio,11.3,936,11.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult younger than 65 years,CZ,Czechia,2024,18.8,7,2,Fim,11.3,935,18.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult 65 years or over,CZ,Czechia,2024,20.3,7,3,Inicio,11.3,934,11.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult 65 years or over,CZ,Czechia,2024,20.3,7,3,Fim,11.3,933,20.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single female,CZ,Czechia,2024,22.6,7,4,Inicio,11.3,932,11.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single female,CZ,Czechia,2024,22.6,7,4,Fim,11.3,931,22.6
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single male,CZ,Czechia,2024,15,7,5,Inicio,11.3,930,11.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single male,CZ,Czechia,2024,15,7,5,Fim,11.3,929,15
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults,CZ,Czechia,2024,4.9,7,6,Inicio,11.3,928,11.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults,CZ,Czechia,2024,4.9,7,6,Fim,11.3,927,4.9
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults younger than 65 years,CZ,Czechia,2024,4.6,7,7,Inicio,11.3,926,11.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults younger than 65 years,CZ,Czechia,2024,4.6,7,7,Fim,11.3,925,4.6
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,"Two adults, at least one aged 65 years or over",CZ,Czechia,2024,5.3,7,8,Inicio,11.3,924,11.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,"Two adults, at least one aged 65 years or over",CZ,Czechia,2024,5.3,7,8,Fim,11.3,923,5.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household without dependent children,CZ,Czechia,2024,9.1,7,9,Inicio,11.3,922,11.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household without dependent children,CZ,Czechia,2024,9.1,7,9,Fim,11.3,921,9.1
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household with dependent children,CZ,Czechia,2024,13.3,7,10,Inicio,11.3,920,11.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household with dependent children,CZ,Czechia,2024,13.3,7,10,Fim,11.3,919,13.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult with dependent children,CZ,Czechia,2024,41.5,7,11,Inicio,11.3,918,11.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult with dependent children,CZ,Czechia,2024,41.5,7,11,Fim,11.3,917,41.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults without dependent children,CZ,Czechia,2024,4.8,7,12,Inicio,11.3,916,11.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults without dependent children,CZ,Czechia,2024,4.8,7,12,Fim,11.3,915,4.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults with dependent children,CZ,Czechia,2024,10.2,7,13,Inicio,11.3,914,11.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults with dependent children,CZ,Czechia,2024,10.2,7,13,Fim,11.3,913,10.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with one dependent child,CZ,Czechia,2024,6.9,7,14,Inicio,11.3,912,11.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with one dependent child,CZ,Czechia,2024,6.9,7,14,Fim,11.3,911,6.9
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with two dependent children,CZ,Czechia,2024,7.5,7,15,Inicio,11.3,910,11.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with two dependent children,CZ,Czechia,2024,7.5,7,15,Fim,11.3,909,7.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with three or more dependent children,CZ,Czechia,2024,24.1,7,16,Inicio,11.3,908,11.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with three or more dependent children,CZ,Czechia,2024,24.1,7,16,Fim,11.3,907,24.1
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults,CZ,Czechia,2024,4.4,7,17,Inicio,11.3,906,11.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults,CZ,Czechia,2024,4.4,7,17,Fim,11.3,905,4.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults with dependent children,CZ,Czechia,2024,12,7,18,Inicio,11.3,904,11.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults with dependent children,CZ,Czechia,2024,12,7,18,Fim,11.3,903,12
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult,DK,Denmark,2024,34.6,7,1,Inicio,18,938,18
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult,DK,Denmark,2024,34.6,7,1,Fim,18,937,34.6
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult younger than 65 years,DK,Denmark,2024,44.2,7,2,Inicio,18,936,18
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult younger than 65 years,DK,Denmark,2024,44.2,7,2,Fim,18,935,44.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult 65 years or over,DK,Denmark,2024,19.8,7,3,Inicio,18,934,18
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult 65 years or over,DK,Denmark,2024,19.8,7,3,Fim,18,933,19.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single female,DK,Denmark,2024,33.1,7,4,Inicio,18,932,18
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single female,DK,Denmark,2024,33.1,7,4,Fim,18,931,33.1
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single male,DK,Denmark,2024,36.2,7,5,Inicio,18,930,18
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single male,DK,Denmark,2024,36.2,7,5,Fim,18,929,36.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults,DK,Denmark,2024,10.4,7,6,Inicio,18,928,18
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults,DK,Denmark,2024,10.4,7,6,Fim,18,927,10.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults younger than 65 years,DK,Denmark,2024,12.8,7,7,Inicio,18,926,18
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults younger than 65 years,DK,Denmark,2024,12.8,7,7,Fim,18,925,12.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,"Two adults, at least one aged 65 years or over",DK,Denmark,2024,7.4,7,8,Inicio,18,924,18
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,"Two adults, at least one aged 65 years or over",DK,Denmark,2024,7.4,7,8,Fim,18,923,7.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household without dependent children,DK,Denmark,2024,21.4,7,9,Inicio,18,922,18
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household without dependent children,DK,Denmark,2024,21.4,7,9,Fim,18,921,21.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household with dependent children,DK,Denmark,2024,13.7,7,10,Inicio,18,920,18
